成分コード,意味,服薬指導文章
6149002,ロキシスロマイシン,飲み合わせ等の相互作用を説明し、他剤との併用確認済み。｜継続処方につき、前回同様副作用の発現がないことを確認した。｜症状の改善傾向が見られるため、指示通り服用を継続するよう伝達した。
6149003,クラリスロマイシン,味覚異常の有無を聴取し、自覚症状がないことを確認した。｜服用のタイミングと継続の重要性を指導し、理解を得た。｜併用薬との相互作用に注意し、継続して経過を観察する。
6149004,アジスロマイシン水和物,下痢や腹痛等の消化器症状の訴えなく服用継続中｜発疹やかゆみ等の皮膚症状の出現なく経過良好｜飲み忘れなく用法通り服用できており継続に問題なし｜特段の体調変化や副作用の訴えなく服用は順調である
6149400,アジスロマイシン水和物,下痢や腹痛等の消化器症状の訴えなく服用継続中｜発疹やかゆみ等の皮膚症状の出現なく経過良好｜飲み忘れなく用法通り服用できており継続に問題なし｜特段の体調変化や副作用の訴えなく服用は順調である
6151001,クロラムフェニコール,眼周囲への塗布状況を確認し、発赤や痒み等の過敏症状は認められない｜使用開始後の眼刺激感や視力低下等の不快症状は見られず順調に経過している｜点眼または塗布による不快感等の訴えはなく指示通り継続されている｜患部の状態に大きな変化はなく、副作用が疑われる徴候も見られないため継続とする
6151401,クロラムフェニコールコハク酸エステルナトリウム,注射剤の使用状況を確認し、過敏症等の異常がないことを確認済み。｜副作用の兆候を注意喚起し、異常時は速やかに医師へ報告するよう指導した。｜全身状態に特段の懸念はなく、治療の経過を注視する。
6152002,テトラサイクリン塩酸塩,歯牙着色の可能性を説明し、理解を得た。｜日光過敏症の防止策を指導し、経過を観察する。｜乳製品等との間隔を空けて服用するよう指導し、遵守状況を確認した。
6152003,デメチルクロルテトラサイクリン塩酸塩,食道潰瘍予防のため多めの水で服用を確認｜服薬後の姿勢保持を指導し、経過を観察｜光線過敏症の兆候がないか継続確認
6152004,ドキシサイクリン塩酸塩水和物,カルシウムや鉄製剤との併用回避を指導済｜胃部不快感の有無を聴取し、継続服用に問題なしと判断｜光線過敏症の自覚症状について説明し経過観察
6152005,ミノサイクリン塩酸塩,めまい症状の有無を聴取し、運転時の注意を指導｜色素沈着の可能性について説明し、症状の変化を継続観察｜消化器症状の発現がなく服薬継続に問題なしと判断
6152401,ミノサイクリン塩酸塩,服薬中のめまい発生状況を確認し、自動車運転等の制限を指導｜皮膚への着色等の副作用兆候を継続観察｜食道粘膜障害予防のため十分な水での服用を再徹底
6161400,ストレプトマイシン硫酸塩,聴力障害やめまい等の副作用発現がないか確認｜腎機能低下時の用量調節を考慮し経過を観察｜注射剤投与に伴う局所反応や全身状態を注視
6162001,サイクロセリン,精神神経系症状の有無を確認し、傾眠や頭痛の兆候がないか継続観察が必要である。｜服薬後のめまいやふらつきを聴取し、転倒予防を指導した。｜中枢神経系への副作用発現に注意し、精神状態の変化をフォローアップする。
6164001,リファンピシン,尿や汗の橙赤色着色は正常な反応であることを説明し、不安の軽減を図った。｜他剤との相互作用が多いため、併用薬の確認と服薬アドヒアランスを継続管理する。｜肝機能値の推移に留意し、倦怠感や黄疸の兆候を継続的にモニタリングする。
6165400,エンビオマイシン硫酸塩,聴力低下や耳鳴りの有無を定期的に確認し、早期発見に努める。｜めまいやふらつきの自覚症状について確認し、副作用の出現を厳重に監視する。｜腎機能への影響を考慮し、血清クレアチニン値や尿所見の変化を観察する。
6169001,リファブチン,ブドウ膜炎の初期症状の有無を聴取し、眼の異常を感じた際の速やかな受診を指導した。｜他の薬剤への影響を考慮し、併用禁忌薬との重複がないか処方内容を精査した。｜肝機能障害や血液学的異常の兆候がないか、定期的な検査値の確認を継続する。
6169400,カナマイシン硫酸塩,難聴や耳鳴り等の第Ⅷ脳神経障害の有無を毎回重点的にチェックする。｜腎機能低下の兆候を確認し、副作用の早期発見に努める方針とする。｜注射剤からの切り替え時における血中濃度や臨床症状の変化を注意深く観察する。
6169700,アミカシン硫酸塩,投与中の聴力障害やめまいの有無を確認し経過観察｜腎機能低下に伴う血中濃度上昇に注意しモニタリング継続｜投与部位の皮膚症状および発赤の有無を継続的に観察
6173001,アムホテリシンＢ,輸液による電解質異常および腎機能変動の有無をチェック｜投与に伴う発熱や悪寒等の副作用出現の有無を確認｜長期間の投与となるため肝腎機能の定期的な検査結果を注視
6173400,アムホテリシンＢ,投与中の腎機能推移および血清カリウム値を継続評価｜輸液時の血管痛や注入部位の反応を観察｜肝酵素値の推移を含め全身状態をモニタリング
6179001,ボリコナゾール,視覚障害の自覚症状について聴取し経過を評価｜光線過敏症の予防と皮膚状態の確認を指導済み｜併用薬との相互作用を考慮し血中濃度モニタリングを実施
6179002,ポサコナゾール,消化器症状の有無を確認し服薬継続性を評価｜肝機能指標の推移および血中濃度確認の結果を考慮｜他の治療薬との併用による相互作用の懸念について監視
6179003,イサブコナゾニウム硫酸塩,胃腸障害の有無を確認し経過観察｜肝機能値の推移に留意し継続観察｜併用薬との相互作用を確認し副作用発現なし
6179400,ミカファンギンナトリウム,投与部位の皮膚状態に異常なし｜肝機能および腎機能の推移を注視｜電解質バランスに留意し継続観察
6179400,ミカファンギンナトリウム水和物,静脈炎等の血管障害の兆候なし｜全身状態を観察し有害事象を確認｜臨床検査値をモニタリングし継続投与
6179401,ボリコナゾール,視覚異常の有無を聴取し異常なし｜光線過敏症への注意喚起を実施｜肝機能検査値を確認し経過観察
6179402,カスポファンギン酢酸塩,発熱等の過敏症反応を確認し異常なし｜肝機能マーカーの推移を継続モニタリング｜投与時および投与後の全身状態を観察
6179403,ポサコナゾール,食事の影響を受けやすいため、食直後の服用を徹底するよう指導済み｜QT延長のリスクを考慮し、動悸や目まいの有無を継続観察する｜CYP3A4代謝薬のため、併用薬による相互作用のモニタリングを継続する
6179404,イサブコナゾニウム硫酸塩,副作用としての肝機能障害に留意し、血液検査データの推移を注視する｜QT短縮のリスクがあるため、心電図変化や不整脈の兆候に注意する｜消化器症状の発現有無を確認し、継続的な服薬アドヒアランスを維持させる
